id,NAME,LMP,RT,Stress,T1,T2,dT,xAL,xB,xC,xCR,xCU,xFE,xMN,xMO,xNB,xNI,xSI,xTI,xV,xW,xY,xZR,Nb_C,T1_NP_FCC,T1_NP_L12,T1_NP_M23C6,T1_NP_M2B_CB,T1_NP_M3B2_D5A,T1_NP_NbC,T1_NP_NIAL_B2,T1_VPV_FCC,T1_VPV_FECR_B2,T1_VPV_L12,T1_VPV_LAVES_C14,T1_VPV_M23C6,T1_VPV_M2B_CB,T1_VPV_M3B2_D5A,T1_VPV_NbC,T1_VPV_NIAL_B2,T1_VPV_SIGMA,T2_NP_FCC,T2_NP_FECR_B2,T2_NP_L12,T2_NP_LAVES_C14,T2_NP_M23C6,T2_NP_M2B_CB,T2_NP_M3B2_D5A,T2_NP_NbC,T2_NP_NIAL_B2,T2_NP_SIGMA,T2_VPV_FCC,T2_VPV_FECR_B2,T2_VPV_L12,T2_VPV_LAVES_C14,T2_VPV_M23C6,T2_VPV_M2B_CB,T2_VPV_M3B2_D5A,T2_VPV_NbC,T2_VPV_NIAL_B2,T2_VPV_SIGMA,dFCC,dFECR_B2,dL12,dLAVES_C14,dM23C6,dM2B_CB,dM3B2_D5A,dNbC,dNIAL_B2,dSIGMA
74,OC-5,22616.02276,128.1,100,1100,750,350,6.05E-02,4.58E-04,4.67E-03,0.14694755,4.24E-03,0.50197179,1.99E-02,1.15E-02,5.98E-03,0.23705304,2.74E-03,5.74E-04,5.40E-04,2.90E-03,2.61E-12,4.56E-12,1.281,0.9904124,0,0,0,9.08E-04,8.68E-03,0,0.99101992,0,0,0,0,0,8.31E-04,8.15E-03,0,0,0.96430832,0,0,2.13E-02,0,0,1.14E-03,9.92E-03,3.39E-03,0,0.96258314,0,0,2.36E-02,0,0,1.06E-03,9.53E-03,3.27E-03,0,-0.0284368,0,0,0.0235629,0,0,0.000225827,0.00138092,0.0032671,0
75,OC-5,23804.47838,153.1,70,1100,800,300,6.05E-02,4.58E-04,4.67E-03,0.14694755,4.24E-03,0.50197179,1.99E-02,1.15E-02,5.98E-03,0.23705304,2.74E-03,5.74E-04,5.40E-04,2.90E-03,2.11E-12,4.26E-12,1.281,0.9904124,0,0,0,9.08E-04,8.68E-03,0,0.99101992,0,0,0,0,0,8.31E-04,8.15E-03,0,0,0.97723606,0,0,1.17E-02,0,0,1.13E-03,9.89E-03,0,0,0.97648108,0,0,1.30E-02,0,0,1.05E-03,9.49E-03,0,0,-0.0145388,0,0,0.0129803,0,0,0.000221633,0.00133693,0,0
76,OC-5,23034.95634,328.9,130,1200,750,450,6.05E-02,4.58E-04,4.67E-03,0.14694755,4.24E-03,0.50197179,1.99E-02,1.15E-02,5.98E-03,0.23705304,2.74E-03,5.74E-04,5.40E-04,2.90E-03,2.61E-12,4.53E-12,1.281,0.99184081,0,0,0,6.48E-04,7.51E-03,0,0.99240319,0,0,0,0,0,5.88E-04,7.01E-03,0,0,0.96430832,0,0,2.13E-02,0,0,1.14E-03,9.92E-03,3.39E-03,0,0.96258314,0,0,2.36E-02,0,0,1.06E-03,9.53E-03,3.27E-03,0,-0.02982,0,0,0.0235629,0,0,0.000468055,0.00252196,0.0032671,0
77,OC-5,24473.28284,643.1,70,1200,800,400,6.05E-02,4.58E-04,4.67E-03,0.14694755,4.24E-03,0.50197179,1.99E-02,1.15E-02,5.98E-03,0.23705304,2.74E-03,5.74E-04,5.40E-04,2.90E-03,2.11E-12,4.22E-12,1.281,0.99184081,0,0,0,6.48E-04,7.51E-03,0,0.99240319,0,0,0,0,0,5.88E-04,7.01E-03,0,0,0.97723606,0,0,1.17E-02,0,0,1.13E-03,9.89E-03,0,0,0.97648108,0,0,1.30E-02,0,0,1.05E-03,9.49E-03,0,0,-0.0159221,0,0,0.0129803,0,0,0.000463861,0.00247797,0,0
78,OC-6,21375.47467,1441.1,250,1100,650,450,7.06E-02,4.01E-04,4.29E-03,0.14655111,4.27E-03,0.50370237,1.95E-02,9.61E-04,1.37E-02,0.23176408,2.70E-03,5.66E-04,5.32E-04,4.42E-04,3.12E-12,9.61E-12,3.193,0.99005964,0,0,0,0,9.04E-03,0,0.99040716,0,0,0,0,0,0,8.66E-03,0,0,0.82587101,1.74E-02,0,0,0,1.20E-03,0,9.18E-03,8.07E-02,2.93E-02,0.82866625,1.76E-02,0,0,0,1.17E-03,0,8.98E-03,7.91E-02,2.90E-02,-0.161741,0.0176377,0,0,0,0.00117379,0,0.0003234,0.0790753,0.0290338
79,OC-6,23130.16055,407.5,100,1100,750,350,7.06E-02,4.01E-04,4.29E-03,0.14655111,4.27E-03,0.50370237,1.95E-02,9.61E-04,1.37E-02,0.23176408,2.70E-03,5.66E-04,5.32E-04,4.42E-04,2.00E-12,4.75E-12,3.193,0.99005964,0,0,0,0,9.04E-03,0,0.99040716,0,0,0,0,0,0,8.66E-03,0,0,0.91922823,0,6.81E-02,0,0,1.20E-03,0,9.27E-03,2.21E-03,0,0.9166301,0,7.11E-02,0,0,1.15E-03,0,9.01E-03,2.14E-03,0,-0.0737771,0,0.0710786,0,0,0.00115101,0,0.000349621,0.00213523,0
80,OC-7,20742.3542,297,250,1200,650,550,7.15E-02,4.58E-04,4.85E-03,0.14883511,4.32E-03,0.48318127,1.99E-02,1.13E-02,1.40E-02,0.23468732,2.15E-03,5.74E-04,5.39E-04,2.90E-03,1.29E-11,7.83E-04,2.887,0.97115584,0,0,0,0,9.68E-03,0,0.97051499,0,0,0,0,0,0,9.20E-03,0,0,0.77932997,0,0,3.79E-02,0,1.37E-03,0,1.03E-02,9.11E-02,4.74E-02,0.77877418,0,0,4.23E-02,0,1.33E-03,0,1.02E-02,8.89E-02,4.68E-02,-0.191741,0,0,0.0422655,0,0.00133253,0,0.00096481,0.0888824,0.0468498
81,OC-7,22549.55475,110.3,100,1200,750,450,7.15E-02,4.58E-04,4.85E-03,0.14883511,4.32E-03,0.48318127,1.99E-02,1.13E-02,1.40E-02,0.23468732,2.15E-03,5.74E-04,5.39E-04,2.90E-03,3.89E-12,7.83E-04,2.887,0.97115584,0,0,0,0,9.68E-03,0,0.97051499,0,0,0,0,0,0,9.20E-03,0,0,0.88523335,0,4.90E-02,3.31E-02,0,0,1.14E-03,1.04E-02,2.11E-02,0,0.88066008,0,5.09E-02,3.70E-02,0,0,1.05E-03,1.01E-02,2.03E-02,0,-0.0898549,0,0.0508944,0.0369526,0,0,0.00104682,0.000940305,0.0203105,0
82,OC-10,20697.41156,265.5,250,1100,650,450,5.05E-02,4.52E-04,4.88E-03,0.14663342,2.65E-02,0.58090409,6.91E-02,8.48E-04,5.72E-03,0.1102145,2.70E-03,5.67E-04,5.33E-04,4.43E-04,1.45E-12,7.68E-12,1.172,0.9894476,0,0,1.15E-03,0,9.40E-03,0,0.99011149,0,0,0,0,1.08E-03,0,8.80E-03,0,0,0.91729945,0,0,1.39E-03,0,1.36E-03,0,1.06E-02,2.16E-02,4.15E-02,0.91811007,0,0,1.61E-03,0,1.30E-03,0,1.03E-02,2.17E-02,4.06E-02,-0.0720014,0,0,0.00160779,0,0.000219872,0,0.00147979,0.021716,0.0405552
83,OC-10,22641.30166,135.6,100,1100,750,350,5.05E-02,4.52E-04,4.88E-03,0.14663342,2.65E-02,0.58090409,6.91E-02,8.48E-04,5.72E-03,0.1102145,2.70E-03,5.67E-04,5.33E-04,4.43E-04,1.12E-12,5.29E-12,1.172,0.9894476,0,0,1.15E-03,0,9.40E-03,0,0.99011149,0,0,0,0,1.08E-03,0,8.80E-03,0,0,0.98808818,0,0,0,0,1.35E-03,0,1.06E-02,0,0,0.9885065,0,0,0,0,1.29E-03,0,1.02E-02,0,0,-0.00160499,0,0,0,0,0.000206049,0,0.00139894,0,0
84,OC-10,20950.3468,499,250,1200,650,550,5.05E-02,4.52E-04,4.88E-03,0.14663342,2.65E-02,0.58090409,6.91E-02,8.48E-04,5.72E-03,0.1102145,2.70E-03,5.67E-04,5.33E-04,4.43E-04,1.46E-12,8.54E-12,1.172,0.98769629,0,0,0,0,8.30E-03,0,0.98843871,0,0,0,0,0,0,7.71E-03,0,0,0.91729945,0,0,1.39E-03,0,1.36E-03,0,1.06E-02,2.16E-02,4.15E-02,0.91811007,0,0,1.61E-03,0,1.30E-03,0,1.03E-02,2.17E-02,4.06E-02,-0.0703286,0,0,0.00160779,0,0.00130385,0,0.00257118,0.021716,0.0405552
85,OC-J,20896.70546,436.5,250,1200,650,550,5.00E-02,5.00E-04,8.99E-03,0.14540122,2.55E-02,0.5805649,6.88E-02,1.48E-12,5.81E-03,0.11041475,2.88E-03,5.64E-04,5.30E-04,1.54E-12,1.11E-12,1.31E-11,0.646,0.98456169,0,0,0,0,1.12E-02,0,0.98568249,0,0,0,0,0,0,1.03E-02,0,0,0.81117815,0.14450728,0,0,1.48E-02,1.47E-03,0,1.24E-02,1.12E-02,0,0.81326946,0.14499907,0,0,1.27E-02,1.41E-03,0,1.17E-02,1.13E-02,0,-0.172413,0.144999,0,0,0.0127115,0.00141366,0,0.0013767,0.0113232,0
86,OC-J,22947.7785,270.3,100,1200,750,450,5.00E-02,5.00E-04,8.99E-03,0.14540122,2.55E-02,0.5805649,6.88E-02,1.38E-12,5.81E-03,0.11041475,2.88E-03,5.64E-04,5.30E-04,1.48E-12,1.11E-12,1.26E-11,0.646,0.98456169,0,0,0,0,1.12E-02,0,0.98568249,0,0,0,0,0,0,1.03E-02,0,0,0.93501868,3.71E-02,0,0,1.40E-02,1.44E-03,0,1.24E-02,0,0,0.93777506,3.72E-02,0,0,1.20E-02,1.38E-03,0,1.16E-02,0,0,-0.0479074,0.0372264,0,0,0.0119693,0.00138067,0,0.00132013,0,0
87,Wrought CAFA4,23683.47495,1415.8,100,1200,750,450,7.00E-02,4.00E-04,1.31E-02,0.14684447,4.34E-03,0.48342776,1.89E-02,1.12E-02,5.48E-03,0.23308455,9.25E-03,5.65E-04,5.31E-04,2.94E-03,2.41E-12,9.62E-12,0.418,0.97764054,0,1.00E-02,0,5.46E-04,1.18E-02,0,0.98010386,0,0,0,8.61E-03,0,4.97E-04,1.08E-02,0,0,0.87810211,0,0,1.41E-02,3.75E-02,0,9.96E-04,1.11E-02,5.82E-02,0,0.88235075,0,0,1.59E-02,3.35E-02,0,9.34E-04,1.06E-02,5.67E-02,0,-0.0977531,0,0,0.0159126,0.0249205,0,0.000436775,-0.000182229,0.0566655,0
88,Wrought CAFA4,21736.67665,17.7,170,1200,750,450,7.00E-02,4.00E-04,1.31E-02,0.14684447,4.34E-03,0.48342776,1.89E-02,1.12E-02,5.48E-03,0.23308455,9.25E-03,5.65E-04,5.31E-04,2.94E-03,2.41E-12,9.62E-12,0.418,0.97764054,0,1.00E-02,0,5.46E-04,1.18E-02,0,0.98010386,0,0,0,8.61E-03,0,4.97E-04,1.08E-02,0,0,0.87810211,0,0,1.41E-02,3.75E-02,0,9.96E-04,1.11E-02,5.82E-02,0,0.88235075,0,0,1.59E-02,3.35E-02,0,9.34E-04,1.06E-02,5.67E-02,0,-0.0977531,0,0,0.0159126,0.0249205,0,0.000436775,-0.000182229,0.0566655,0
89,Wrought CAFA4,21238.68286,5.77,170,1250,750,500,7.00E-02,4.00E-04,1.31E-02,0.14684447,4.34E-03,0.48342776,1.89E-02,1.12E-02,5.48E-03,0.23308455,9.25E-03,5.65E-04,5.31E-04,2.94E-03,2.41E-12,9.60E-12,0.418,0.97908275,0,0,0,0,1.18E-02,0,0.97992097,0,0,0,0,0,0,1.08E-02,0,0,0.87810211,0,0,1.41E-02,3.75E-02,0,9.96E-04,1.11E-02,5.82E-02,0,0.88235075,0,0,1.59E-02,3.35E-02,0,9.34E-04,1.06E-02,5.67E-02,0,-0.0975702,0,0,0.0159126,0.033526,0,0.000933781,-0.00014491,0.0566655,0
90,DAFA 1,22838.16187,211.2,130,1200,750,450,7.00E-02,2.50E-04,7.97E-03,0.14398669,4.17E-03,0.48177544,1.89E-02,1.12E-02,5.30E-03,0.23420531,1.85E-02,3.39E-04,5.31E-04,2.94E-03,2.49E-12,1.04E-11,0.665,0.98960337,0,0,0,2.14E-04,1.02E-02,0,0.9904134,0,0,0,0,0,1.95E-04,9.39E-03,0,0,0.86682317,0,0,2.14E-02,2.08E-02,0,6.20E-04,7.66E-03,7.68E-02,0,0.86759457,0,0,2.47E-02,1.86E-02,0,5.81E-04,7.35E-03,7.47E-02,0,-0.122819,0,0,0.0247319,0.0185768,0,0.000385983,-0.00203759,0.0747071,0
91,DAFA 2,22842.76589,213.4,130,1200,750,450,7.00E-02,2.50E-04,1.14E-02,0.14546658,4.16E-03,0.47892632,1.89E-02,1.13E-02,5.40E-03,0.23401733,1.65E-02,3.38E-04,5.30E-04,2.85E-03,2.42E-12,1.06E-11,0.474,0.98392412,0,4.57E-03,0,2.00E-04,1.13E-02,0,0.98551729,0,0,0,3.93E-03,0,1.82E-04,1.04E-02,0,0,0.86389459,0,0,1.83E-02,3.13E-02,0,6.19E-04,1.03E-02,7.57E-02,0,0.86667541,0,0,2.12E-02,2.80E-02,0,5.81E-04,9.89E-03,7.37E-02,0,-0.118842,0,0,0.0211571,0.0240363,0,0.000399181,-0.000484768,0.0737341,0
92,DAFA 3,23528.64443,999.2,100,1200,750,450,6.86E-02,2.99E-04,1.53E-02,0.1438187,4.06E-03,0.47715173,1.86E-02,1.11E-02,5.27E-03,0.23402227,1.82E-02,2.25E-04,5.28E-04,2.81E-03,2.31E-12,9.32E-12,0.344,0.97258708,0,0,0,2.24E-04,1.10E-02,0,0.97665586,0,0,0,0,0,2.05E-04,1.01E-02,0,0,0.85142579,0,0,1.32E-02,5.06E-02,0,7.42E-04,1.01E-02,7.39E-02,0,0.8565647,0,0,1.53E-02,4.54E-02,0,7.00E-04,9.77E-03,7.22E-02,0,-0.120091,0,0,0.0153454,0.0454176,0,0.000494472,-0.00033769,0.0722011,0
93,DAFA 3,23130.26956,407.6,130,1200,750,450,6.86E-02,2.99E-04,1.53E-02,0.1438187,4.06E-03,0.47715173,1.86E-02,1.11E-02,5.27E-03,0.23402227,1.82E-02,2.25E-04,5.28E-04,2.81E-03,2.31E-12,9.32E-12,0.344,0.97258708,0,0,0,2.24E-04,1.10E-02,0,0.97665586,0,0,0,0,0,2.05E-04,1.01E-02,0,0,0.85142579,0,0,1.32E-02,5.06E-02,0,7.42E-04,1.01E-02,7.39E-02,0,0.8565647,0,0,1.53E-02,4.54E-02,0,7.00E-04,9.77E-03,7.22E-02,0,-0.120091,0,0,0.0153454,0.0454176,0,0.000494472,-0.00033769,0.0722011,0
94,DAFA 4,22739.04922,168.97,130,1200,750,450,6.96E-02,3.96E-04,2.01E-02,0.14320569,4.04E-03,0.4723609,1.90E-02,1.11E-02,5.07E-03,0.23267485,1.87E-02,3.35E-04,5.25E-04,2.82E-03,2.22E-12,9.53E-12,0.252,0.95640008,0,0,0,3.90E-04,1.09E-02,0,0.9635594,0,0,0,0,0,3.58E-04,1.01E-02,0,0,0.82738267,0,0,8.04E-03,7.36E-02,0,9.86E-04,1.02E-02,7.98E-02,0,0.83539385,0,0,9.33E-03,6.62E-02,0,9.35E-04,9.87E-03,7.83E-02,0,-0.128166,0,0,0.00933167,0.0662051,0,0.000576925,-0.000187026,0.0782675,0
95,DAFA 12,22370.41924,73.7,100,1200,750,450,7.93E-02,1.90E-12,1.81E-04,0.14681081,1.23E-12,0.45340793,1.50E-12,1.18E-12,1.86E-02,0.29900343,2.71E-03,3.05E-12,1.49E-12,1.13E-12,2.04E-12,3.17E-12,102.762,0.97661517,0,0,0,0,0,0,0.97486975,0,0,0,0,0,0,0,0,0,0.8430463,0,0.1512595,0,0,0,0,3.79E-04,0,0,0.83733876,0,0.15714902,0,0,0,0,3.72E-04,0,0,-0.137531,0,0.157149,0,0,0,0,0.000371676,0,0
96,DAFA 12,21948.30629,28.5,170,1200,750,450,7.93E-02,1.90E-12,1.81E-04,0.14681081,1.23E-12,0.45340793,1.50E-12,1.18E-12,1.86E-02,0.29900343,2.71E-03,3.05E-12,1.49E-12,1.13E-12,2.04E-12,3.17E-12,102.762,0.97661517,0,0,0,0,0,0,0.97486975,0,0,0,0,0,0,0,0,0,0.8430463,0,0.1512595,0,0,0,0,3.79E-04,0,0,0.83733876,0,0.15714902,0,0,0,0,3.72E-04,0,0,-0.137531,0,0.157149,0,0,0,0,0.000371676,0,0
97,DAFA 13,22788.35004,188.8,100,1200,750,450,7.97E-02,1.60E-12,1.81E-04,0.14647266,1.14E-12,0.44465391,1.41E-12,1.12E-12,1.68E-02,0.29837958,2.71E-03,1.11E-02,1.42E-12,1.10E-12,1.90E-12,2.51E-12,92.818,0.89746653,0,0,0,0,0,0,0.89019625,0,0,0,0,0,0,0,0,0,0.79694597,0,0.2026629,0,0,0,0,0,0,0,0.79004647,0,0.20958799,0,0,0,0,0,0,0,-0.10015,0,0.209588,0,0,0,0,0,0,0
98,DAFA 13,22259.36687,57.4,170,1200,750,450,7.97E-02,1.60E-12,1.81E-04,0.14647266,1.14E-12,0.44465391,1.41E-12,1.12E-12,1.68E-02,0.29837958,2.71E-03,1.11E-02,1.42E-12,1.10E-12,1.90E-12,2.51E-12,92.818,0.89746653,0,0,0,0,0,0,0.89019625,0,0,0,0,0,0,0,0,0,0.79694597,0,0.2026629,0,0,0,0,0,0,0,0.79004647,0,0.20958799,0,0,0,0,0,0,0,-0.10015,0,0.209588,0,0,0,0,0,0,0
99,DAFA 15,23419.12512,780.9,100,1150,750,400,7.99E-02,1.59E-12,4.60E-03,0.14608308,1.22E-12,0.44009765,1.41E-12,1.14E-12,1.67E-02,0.29730922,2.70E-03,1.10E-02,1.37E-12,1.10E-12,1.89E-12,1.72E-03,3.63,0.95096497,0,0,0,0,0,0,0.94707876,0,0,0,0,0,0,0,0,0,0.80383975,0,0.18622573,0,0,0,0,0,0,0,0.7977186,0,0.19299447,0,0,0,0,0,0,0,-0.14936,0,0.192994,0,0,0,0,0,0,0
100,DAFA 15,22440.02393,86.2,170,1150,750,400,7.99E-02,1.59E-12,4.60E-03,0.14608308,1.22E-12,0.44009765,1.41E-12,1.14E-12,1.67E-02,0.29730922,2.70E-03,1.10E-02,1.37E-12,1.10E-12,1.89E-12,1.72E-03,3.63,0.95096497,0,0,0,0,0,0,0.94707876,0,0,0,0,0,0,0,0,0,0.80383975,0,0.18622573,0,0,0,0,0,0,0,0.7977186,0,0.19299447,0,0,0,0,0,0,0,-0.14936,0,0.192994,0,0,0,0,0,0,0
101,DAFA 14-01,23447.81984,833,100,1100,750,350,7.92E-02,1.61E-12,1.81E-04,0.14656518,1.14E-12,0.44427882,1.41E-12,1.13E-12,1.64E-02,0.29850315,2.32E-03,1.09E-02,1.43E-12,2.96E-05,1.91E-12,1.61E-03,90.608,0.97805789,0,0,0,0,0,0,0.97513727,0,0,0,0,0,0,0,0,0,0.79367543,0,0.20593292,0,0,0,0,0,0,0,0.78626211,0,0.21337193,0,0,0,0,0,0,0,-0.188875,0,0.213372,0,0,0,0,0,0,0
102,DAFA 14-01,22867.07185,225.4,170,1100,750,350,7.92E-02,1.61E-12,1.81E-04,0.14656518,1.14E-12,0.44427882,1.41E-12,1.13E-12,1.64E-02,0.29850315,2.32E-03,1.09E-02,1.43E-12,2.96E-05,1.91E-12,1.61E-03,90.608,0.97805789,0,0,0,0,0,0,0.97513727,0,0,0,0,0,0,0,0,0,0.79367543,0,0.20593292,0,0,0,0,0,0,0,0.78626211,0,0.21337193,0,0,0,0,0,0,0,-0.188875,0,0.213372,0,0,0,0,0,0,0
103,DAFA 14-02,23387.9604,728,100,1100,750,350,7.92E-02,1.63E-12,2.26E-04,0.14619908,1.15E-12,0.44218792,1.42E-12,1.13E-12,1.71E-02,0.29972128,2.52E-03,1.11E-02,1.44E-12,1.11E-12,1.91E-12,1.73E-03,75.664,0.97220595,0,0,0,0,0,0,0.96859377,0,0,0,0,0,0,0,0,0,0.78791238,0,0.21159737,0,0,0,0,0,0,0,0.78022267,0,0.21931907,0,0,0,0,0,0,0,-0.188371,0,0.219319,0,0,0,0,0,0,0
104,DAFA 14-02,22541.01449,108.2,170,1100,750,350,7.92E-02,1.63E-12,2.26E-04,0.14619908,1.15E-12,0.44218792,1.42E-12,1.13E-12,1.71E-02,0.29972128,2.52E-03,1.11E-02,1.44E-12,1.11E-12,1.91E-12,1.73E-03,75.664,0.97220595,0,0,0,0,0,0,0.96859377,0,0,0,0,0,0,0,0,0,0.78791238,0,0.21159737,0,0,0,0,0,0,0,0.78022267,0,0.21931907,0,0,0,0,0,0,0,-0.188371,0,0.219319,0,0,0,0,0,0,0
105,DAFA25,22666.76899,143.6,170,1100,750,350,7.87E-02,5.02E-05,2.26E-04,0.14592011,1.47E-12,0.43114738,2.18E-12,1.31E-12,1.72E-02,0.3002889,2.51E-03,2.21E-02,2.26E-12,1.32E-12,2.69E-12,1.79E-03,76.106,0.92652046,0,0,0,0,0,0,0.9187776,0,0,0,0,0,0,0,0,0,0.69352669,4.89E-02,0.25697294,7.55E-05,0,0,0,0,0,0,0.685081,4.88E-02,0.26555028,8.42E-05,0,0,0,0,0,0,-0.233697,0.0487522,0.26555,8.42E-05,0,0,0,0,0,0
106,DAFA26,22216.77622,681.2,170,1100,700,400,6.00E-02,2.17E-12,9.14E-05,0.1477169,1.45E-12,0.44449985,2.18E-12,1.46E-12,1.73E-02,0.30352206,2.54E-03,2.26E-02,2.42E-12,2.98E-05,2.79E-12,1.74E-03,189.278,0.93732266,0,0,0,0,0,0,0.93010634,0,0,0,0,0,0,0,0,0,0.71875137,0,0.20364767,1.14E-02,0,0,0,0,0,4.28E-02,0.71193635,0,0.21048911,1.28E-02,0,0,0,0,0,4.21E-02,-0.21817,0,0.210489,0.0128284,0,0,0,0,0,0.0420809
107,DAFA26,23507.09893,951.9,100,1100,750,350,6.00E-02,1.72E-12,9.14E-05,0.1477169,1.31E-12,0.44449985,1.73E-12,1.31E-12,1.73E-02,0.30352206,2.54E-03,2.26E-02,1.89E-12,2.98E-05,2.13E-12,1.74E-03,189.278,0.93732266,0,0,0,0,0,0,0.93010634,0,0,0,0,0,0,0,0,0,0.78582453,0,0.18196656,1.41E-02,0,0,0,0,0,0,0.7780301,0,0.18866045,1.57E-02,0,0,0,0,0,0,-0.152076,0,0.18866,0.0157228,0,0,0,0,0,0
108,DAFA26,22914.51207,250.8,170,1100,750,350,6.00E-02,1.72E-12,9.14E-05,0.1477169,1.31E-12,0.44449985,1.73E-12,1.31E-12,1.73E-02,0.30352206,2.54E-03,2.26E-02,1.89E-12,2.98E-05,2.13E-12,1.74E-03,189.278,0.93732266,0,0,0,0,0,0,0.93010634,0,0,0,0,0,0,0,0,0,0.78582453,0,0.18196656,1.41E-02,0,0,0,0,0,0,0.7780301,0,0.18866045,1.57E-02,0,0,0,0,0,0,-0.152076,0,0.18866,0.0157228,0,0,0,0,0,0
109,DAFA27,23531.8785,1006.5,100,1100,750,350,6.05E-02,3.02E-12,1.82E-04,0.14763845,2.32E-12,0.43380602,3.68E-12,2.37E-12,1.74E-02,0.30283483,2.73E-03,3.29E-02,2.15E-04,2.57E-12,3.86E-12,1.74E-03,95.604,0.87876416,0,0,0,0,0,0,0.86691032,0,0,0,0,0,0,0,0,0,0.72883907,0,0.20134438,4.43E-02,0,0,0,0,0,1.66E-02,0.71833198,0,0.20762844,4.92E-02,0,0,0,0,0,1.62E-02,-0.148578,0,0.207628,0.0492297,0,0,0,0,0,0.0161628
110,DAFA27,23064.86064,351.8,170,1100,750,350,6.05E-02,3.02E-12,1.82E-04,0.14763845,2.32E-12,0.43380602,3.68E-12,2.37E-12,1.74E-02,0.30283483,2.73E-03,3.29E-02,2.15E-04,2.57E-12,3.86E-12,1.74E-03,95.604,0.87876416,0,0,0,0,0,0,0.86691032,0,0,0,0,0,0,0,0,0,0.72883907,0,0.20134438,4.43E-02,0,0,0,0,0,1.66E-02,0.71833198,0,0.20762844,4.92E-02,0,0,0,0,0,1.62E-02,-0.148578,0,0.207628,0.0492297,0,0,0,0,0,0.0161628
111,DAFA29,23218.43389,7290,170,1100,700,400,6.02E-02,2.53E-04,2.96E-03,0.14714936,1.79E-12,0.44440121,2.75E-12,1.46E-12,1.65E-02,0.30247883,2.73E-03,2.15E-02,1.07E-04,2.97E-05,3.09E-12,1.74E-03,5.574,0.94716196,0,0,0,0,0,0,0.94191596,0,0,0,0,0,0,0,0,0,0.73934716,0,0.20033525,0,0,0,0,0,0,3.38E-02,0.73366206,0,0.20747089,0,0,0,0,0,0,3.33E-02,-0.208254,0,0.207471,0,0,0,0,0,0,0.0333117
112,DAFA29,24018.30776,3008.2,100,1100,750,350,6.02E-02,2.53E-04,2.96E-03,0.14714936,1.47E-12,0.44440121,1.98E-12,1.29E-12,1.65E-02,0.30247883,2.73E-03,2.15E-02,1.07E-04,2.97E-05,2.20E-12,1.74E-03,5.574,0.94716196,0,0,0,0,0,0,0.94191596,0,0,0,0,0,0,0,0,0,0.79709251,0,0.18031868,6.28E-04,0,0,0,0,0,0,0.7908183,0,0.18735778,7.05E-04,0,0,0,0,0,0,-0.151098,0,0.187358,0.000705271,0,0,0,0,0,0
113,OC-5,21338.46352,1314,250,1204,650,554,6.05E-02,4.58E-04,4.67E-03,0.14694755,4.24E-03,0.50197179,1.99E-02,1.15E-02,5.98E-03,0.23705304,2.74E-03,5.74E-04,5.40E-04,2.90E-03,1.02E-11,1.19E-11,1.281,0.99191148,0,0,0,6.34E-04,7.45E-03,0,0.99247063,0,0,0,0,0,5.76E-04,6.95E-03,0,0,0.90062691,0,1.44E-03,3.71E-02,0,1.37E-03,0,9.94E-03,4.00E-02,9.60E-03,0.89782594,0,1.48E-03,4.13E-02,0,1.33E-03,0,9.63E-03,3.89E-02,9.50E-03,-0.0946447,0,0.00148461,0.0413161,0,0.00133103,-0.000575682,0.0026743,0.0389122,0.00950218
114,OC-5,22170.8181,611,170,1204,700,504,6.05E-02,4.58E-04,4.67E-03,0.14694755,4.24E-03,0.50197179,1.99E-02,1.15E-02,5.98E-03,0.23705304,2.74E-03,5.74E-04,5.40E-04,2.90E-03,4.17E-12,6.04E-12,1.281,0.99191148,0,0,0,6.34E-04,7.45E-03,0,0.99247063,0,0,0,0,0,5.76E-04,6.95E-03,0,0,0.93566136,0,0,3.04E-02,0,0,1.14E-03,9.93E-03,2.28E-02,0,0.93337357,0,0,3.38E-02,0,0,1.06E-03,9.59E-03,2.21E-02,0,-0.0590971,0,0,0.0338315,0,0,0.000483497,0.00263623,0.0221458,0
115,OC-5,23732.5073,1581,100,1204,750,454,6.05E-02,4.58E-04,4.67E-03,0.14694755,4.24E-03,0.50197179,1.99E-02,1.15E-02,5.98E-03,0.23705304,2.74E-03,5.74E-04,5.40E-04,2.90E-03,2.61E-12,4.53E-12,1.281,0.99191148,0,0,0,6.34E-04,7.45E-03,0,0.99247063,0,0,0,0,0,5.76E-04,6.95E-03,0,0,0.96430832,0,0,2.13E-02,0,0,1.14E-03,9.92E-03,3.39E-03,0,0.96258314,0,0,2.36E-02,0,0,1.06E-03,9.53E-03,3.27E-03,0,-0.0298875,0,0,0.0235629,0,0,0.000480808,0.00257664,0.0032671,0
116,OC-6,21270.1102,1108,250,1204,650,554,7.06E-02,4.01E-04,4.29E-03,0.14655111,4.27E-03,0.50370237,1.95E-02,9.61E-04,1.37E-02,0.23176408,2.70E-03,5.66E-04,5.32E-04,4.42E-04,3.06E-12,9.25E-12,3.193,0.98213755,0,0,0,0,8.57E-03,0,0.98218836,0,0,0,0,0,0,8.13E-03,0,0,0.82587101,1.74E-02,0,0,0,1.20E-03,0,9.18E-03,8.07E-02,2.93E-02,0.82866625,1.76E-02,0,0,0,1.17E-03,0,8.98E-03,7.91E-02,2.90E-02,-0.153522,0.0176377,0,0,0,0.00117379,0,0.000853603,0.0790753,0.0290338
